Date,Open,High,Low,Close,Adj Close,Volume
2015-10-01,27.267499923706055,30.30500030517578,26.827499389648438,29.875,27.19192123413086,4450048400
2015-11-01,30.200000762939453,30.954999923706055,27.75,29.575000762939453,26.918867111206055,3002562400
2015-12-01,29.6875,29.96500015258789,26.204999923706055,26.315000534057617,24.05417251586914,3687660800
2016-01-01,25.65250015258789,26.462499618530273,23.09749984741211,24.334999084472656,22.244285583496094,5087392000
2016-02-01,24.11750030517578,24.72249984741211,23.147499084472656,24.172500610351562,22.095746994018555,3243450400
2016-03-01,24.412500381469727,27.604999542236328,24.354999542236328,27.247499465942383,25.041711807250977,2984198400
2016-04-01,27.19499969482422,28.09749984741211,23.127500534057617,23.434999465942383,21.537843704223633,3489534800
2016-05-01,23.49250030517578,25.1825008392334,22.36750030517578,24.96500015258789,22.94398307800293,3602686000
2016-06-01,24.7549991607666,25.47249984741211,22.875,23.899999618530273,22.098936080932617,3117990800
2016-07-01,23.872499465942383,26.137500762939453,23.592500686645508,26.052499771118164,24.089229583740234,2743118400
2016-08-01,26.102500915527344,27.5575008392334,26.0,26.524999618530273,24.5261173248291,2520514000
2016-09-01,26.53499984741211,29.045000076293945,25.63249969482422,28.262500762939453,26.274248123168945,3872062400
2016-10-01,28.177499771118164,29.672500610351562,28.06999969482422,28.385000228881836,26.38813591003418,2747657200
2016-11-01,28.364999771118164,28.4424991607666,26.020000457763672,27.6299991607666,25.68623924255371,2886220000
2016-12-01,27.592500686645508,29.5049991607666,27.0625,28.954999923706055,27.056236267089844,2435086800
2017-01-01,28.950000762939453,30.610000610351562,28.690000534057617,30.337499618530273,28.34807586669922,2252488000
2017-02-01,31.75749969482422,34.369998931884766,31.752500534057617,34.247501373291016,32.001670837402344,2299874400
2017-03-01,34.47249984741211,36.125,34.26250076293945,35.915000915527344,33.70533752441406,2246513600
2017-04-01,35.9275016784668,36.3650016784668,35.01499938964844,35.912498474121094,33.70298385620117,1493216400
2017-05-01,36.275001525878906,39.162498474121094,36.067501068115234,38.189998626708984,35.84034729003906,2615927200
2017-06-01,38.29249954223633,38.994998931884766,35.54999923706055,36.005001068115234,33.92926025390625,2736712400
2017-07-01,36.220001220703125,38.497501373291016,35.602500915527344,37.182498931884766,35.038875579833984,1688047600
2017-08-01,37.275001525878906,41.130001068115234,37.102500915527344,41.0,38.636295318603516,2644276000
2017-09-01,41.20000076293945,41.23500061035156,37.290000915527344,38.529998779296875,36.451271057128906,2721496400
2017-10-01,38.564998626708984,42.412498474121094,38.1150016784668,42.2599983215332,39.98002624511719,2017165200
2017-11-01,42.467498779296875,44.060001373291016,41.31999969482422,42.962501525878906,40.644630432128906,2402653600
2017-12-01,42.48749923706055,44.29999923706055,41.6150016784668,42.307498931884766,40.16885757446289,2124735200
2018-01-01,42.540000915527344,45.025001525878906,41.17499923706055,41.85749816894531,39.741607666015625,2638717600
2018-02-01,41.79249954223633,45.154998779296875,37.560001373291016,44.529998779296875,42.27899932861328,3711577200
2018-03-01,44.6349983215332,45.875,41.23500061035156,41.94499969482422,39.987064361572266,2854910800
2018-04-01,41.65999984741211,44.73500061035156,40.157501220703125,41.314998626708984,39.38645553588867,2664617200
2018-05-01,41.602500915527344,47.592498779296875,41.317501068115234,46.717498779296875,44.536781311035156,2483905200
2018-06-01,46.997501373291016,48.54999923706055,45.182498931884766,46.27750015258789,44.28744125366211,2110498000
2018-07-01,45.95500183105469,48.9900016784668,45.85499954223633,47.5724983215332,45.5267448425293,1574765600
2018-08-01,49.782501220703125,57.217498779296875,49.32749938964844,56.907501220703125,54.46030807495117,2801275600
2018-09-01,57.102500915527344,57.41749954223633,53.82500076293945,56.435001373291016,54.19755172729492,2715888000
2018-10-01,56.98749923706055,58.36750030517578,51.522499084472656,54.71500015258789,52.54574966430664,3158994000
2018-11-01,54.76250076293945,55.59000015258789,42.564998626708984,44.64500045776367,42.874977111816406,3845305600
2018-12-01,46.1150016784668,46.23500061035156,36.647499084472656,39.435001373291016,38.00368118286133,3595690000
2019-01-01,38.72249984741211,42.25,35.5,41.61000061035156,40.099735260009766,3312349600
2019-02-01,41.7400016784668,43.967498779296875,41.48249816894531,43.287498474121094,41.71634292602539,1890162400
2019-03-01,43.56999969482422,49.42250061035156,42.375,47.48749923706055,45.96018600463867,2603925600
2019-04-01,47.90999984741211,52.119998931884766,47.095001220703125,50.16749954223633,48.553985595703125,2024470800
2019-05-01,52.470001220703125,53.82749938964844,43.747501373291016,43.76750183105469,42.359825134277344,2957826400
2019-06-01,43.900001525878906,50.39250183105469,42.567501068115234,49.47999954223633,48.0730094909668,2060874800
2019-07-01,50.79249954223633,55.342498779296875,49.602500915527344,53.2599983215332,51.74552536010742,1895406800
2019-08-01,53.474998474121094,54.50749969482422,48.14500045776367,52.185001373291016,50.70110321044922,2724326400
2019-09-01,51.60749816894531,56.60499954223633,51.05500030517578,55.99250030517578,54.60702133178711,2170268400
2019-10-01,56.26750183105469,62.4375,53.782501220703125,62.189998626708984,60.65116882324219,2433210800
2019-11-01,62.3849983215332,67.0,62.290000915527344,66.8125,65.15929412841797,1793326000
2019-12-01,66.81749725341797,73.49250030517578,64.07250213623047,73.4124984741211,71.8109359741211,2388794800
2020-01-01,74.05999755859375,81.9625015258789,73.1875,77.37750244140625,75.68943786621094,2934370400
2020-02-01,76.07499694824219,81.80500030517578,64.09249877929688,68.33999633789062,66.84909057617188,3019279200
2020-03-01,70.56999969482422,76.0,53.15250015258789,63.5724983215332,62.33318328857422,6280072400
2020-04-01,61.625,73.63249969482422,59.224998474121094,73.44999694824219,72.01813507080078,3265299200
2020-05-01,71.5625,81.05999755859375,71.4625015258789,79.48500061035156,77.93546295166016,2805936000
2020-06-01,79.4375,93.09500122070312,79.30249786376953,91.19999694824219,89.6641616821289,3243375600
2020-07-01,91.27999877929688,106.41500091552734,89.1449966430664,106.26000213623047,104.47055053710938,3020283200
2020-08-01,108.19999694824219,131.0,107.89250183105469,129.0399932861328,126.86690521240234,4070061100
2020-09-01,132.75999450683594,137.97999572753906,103.0999984741211,115.80999755859375,114.06501007080078,3885245100
2020-10-01,117.63999938964844,125.38999938964844,107.72000122070312,108.86000061035156,107.2197265625,2894666500
2020-11-01,109.11000061035156,121.98999786376953,107.31999969482422,119.05000305175781,117.2562026977539,2123077300
2020-12-01,121.01000213623047,138.7899932861328,120.01000213623047,132.69000244140625,130.9161376953125,2322189600
2021-01-01,133.52000427246094,145.08999633789062,126.37999725341797,131.9600067138672,130.1959228515625,2240262000
2021-02-01,133.75,137.8800048828125,118.38999938964844,121.26000213623047,119.63894653320312,1833855600
2021-03-01,123.75,128.72000122070312,116.20999908447266,122.1500015258789,120.69715118408203,2650418200
2021-04-01,123.66000366210938,137.07000732421875,122.48999786376953,131.4600067138672,129.89642333984375,1889857500
2021-05-01,132.0399932861328,134.07000732421875,122.25,124.61000061035156,123.12788391113281,1711934900
2021-06-01,125.08000183105469,137.41000366210938,123.12999725341797,136.9600067138672,135.5608673095703,1606590000
2021-07-01,136.60000610351562,150.0,135.75999450683594,145.86000061035156,144.3699493408203,1919035100
2021-08-01,146.36000061035156,153.49000549316406,144.5,151.8300018310547,150.27896118164062,1461542800
2021-09-01,152.8300018310547,157.25999450683594,141.27000427246094,141.5,140.2643280029297,1797835100
2021-10-01,141.89999389648438,153.1699981689453,138.27000427246094,149.8000030517578,148.49185180664062,1565079200
2021-11-01,148.99000549316406,165.6999969482422,147.47999572753906,165.3000030517578,163.8564910888672,1691029000
2021-12-01,167.47999572753906,182.1300048828125,157.8000030517578,177.57000732421875,176.27621459960938,2444766700
2022-01-01,177.8300018310547,182.94000244140625,154.6999969482422,174.77999877929688,173.5065460205078,2108446000
2022-02-01,174.00999450683594,176.64999389648438,152.0,165.1199951171875,163.9169464111328,1627516300
2022-03-01,164.6999969482422,179.61000061035156,150.10000610351562,174.61000061035156,173.5586395263672,2180800100
2022-04-01,174.02999877929688,178.49000549316406,155.3800048828125,157.64999389648438,156.70074462890625,1687795600
2022-05-01,156.7100067138672,166.47999572753906,132.61000061035156,148.83999633789062,147.9438018798828,2401040300
2022-06-01,149.89999389648438,151.74000549316406,129.0399932861328,136.72000122070312,136.096435546875,1749099800
2022-07-01,136.0399932861328,163.6300048828125,135.66000366210938,162.50999450683594,161.76881408691406,1447125400
2022-08-01,161.00999450683594,176.14999389648438,157.13999938964844,157.22000122070312,156.50296020507812,1510239600
2022-09-01,156.63999938964844,164.25999450683594,138.0,138.1999969482422,137.76077270507812,2084722800
2022-10-01,138.2100067138672,157.5,134.3699951171875,153.33999633789062,152.85267639160156,1868139700
2022-11-01,155.0800018310547,155.4499969482422,134.3800048828125,148.02999877929688,147.55953979492188,1724847700
2022-12-01,148.2100067138672,150.9199981689453,125.87000274658203,129.92999267578125,129.73191833496094,1675731200
2023-01-01,130.27999877929688,147.22999572753906,124.16999816894531,144.2899932861328,144.0700225830078,1443652500
2023-02-01,143.97000122070312,157.3800048828125,141.32000732421875,147.41000366210938,147.18527221679688,1307198900
2023-03-01,146.8300018310547,156.74000549316406,143.89999389648438,155.0,155.0,1001070833
